"ID","condition","correct","rt"
1,1,1,733.345902325223
1,1,1,817.727350233245
1,1,1,1058.32119285479
1,1,1,468.528269570333
1,1,1,644.474924241877
1,1,1,381.323219107748
1,1,1,1164.25912584527
1,1,1,1092.16673871367
1,1,1,557.146975383941
1,1,1,610.964305702768
1,1,1,573.586900185202
1,1,1,654.699487719398
1,1,1,461.236354125108
1,1,0,1606.88944364835
1,1,1,429.314337771583
1,1,1,833.853656060892
1,1,1,514.780108764701
1,1,1,823.868452125891
1,1,1,849.79589389496
1,1,1,701.216512408375
1,1,1,611.386723366429
1,1,1,759.989040258349
1,1,0,681.599904496046
1,1,1,616.601824364475
1,1,1,363.427609735887
1,1,1,423.261519945555
1,1,0,885.405408980802
1,1,1,810.020921144827
1,1,1,408.959932683262
1,1,1,487.657125202746
1,1,1,426.082891430236
1,1,1,377.667616152095
1,1,0,483.041782455294
1,1,1,487.201850726653
1,1,0,559.110237530449
1,1,1,565.350857880455
1,1,0,578.215652078099
1,1,1,559.538528720129
1,1,1,452.957165035692
1,1,1,462.170536671384
1,1,1,492.737206600282
1,1,1,631.752115547645
1,1,1,498.332226727606
1,1,1,750.614819258295
1,1,1,537.95630414714
1,1,0,640.413526805343
1,1,1,716.767213249578
1,1,1,466.591772453155
1,1,0,748.583672821045
1,1,1,419.641338240942
1,1,1,419.717017310286
1,1,1,466.193382483413
1,1,1,395.634450802531
1,1,1,488.299731932461
1,1,1,462.588973067662
1,1,0,669.579244879224
1,1,1,593.006395136205
1,1,1,836.928594188436
1,1,1,755.146869791806
1,1,1,647.479391545938
1,1,1,641.38371530319
1,1,0,927.78089429657
1,1,1,578.344847595555
1,1,1,447.615851758511
1,1,1,752.345208737783
1,1,1,770.809013702022
1,1,1,495.703203830243
1,1,0,618.972939057838
1,1,0,401.584470346938
1,1,1,722.361092073324
1,1,1,1448.25672188561
1,1,1,605.311190073005
1,1,1,903.098080111258
1,1,1,705.499437045252
1,1,0,455.648313416718
1,1,1,885.614173856612
1,1,1,585.479481624672
1,1,1,450.057586718363
1,1,1,749.185793352669
1,1,1,448.643910351161
1,1,1,461.633156041476
1,1,1,644.730424960103
1,1,1,467.002919851491
1,1,1,748.132298985816
1,1,1,549.88193666221
1,1,1,527.891581095026
1,1,1,493.376295868039
1,1,1,451.789847531415
1,1,0,581.442132628547
1,1,1,840.650930634607
1,1,1,439.563196299526
1,1,1,797.270882096624
1,1,1,515.413746159044
1,1,1,773.990645556124
1,1,1,599.094694359272
1,1,1,463.662094795536
1,1,1,612.342856725096
1,1,1,440.696053582225
1,1,1,571.148456146387
1,1,1,775.758498913215
1,1,1,431.192052924704
1,1,0,651.445930433904
1,1,0,386.43909237908
1,1,1,466.141319128985
1,1,1,382.371454755906
1,1,1,487.506793444807
1,1,1,754.619566379261
1,1,1,593.444595456025
1,1,0,543.026236303263
1,1,1,1203.73097296981
1,1,1,597.328160467898
1,1,1,786.831554683569
1,1,1,570.781251172183
1,1,1,709.32249609247
1,1,1,744.056741352808
1,1,1,342.754331442052
1,1,1,779.931558760768
1,1,1,488.302529437455
1,1,1,490.139380284945
1,1,1,641.636004104595
1,1,0,970.651454218794
1,1,1,741.969551241712
1,1,1,622.967994028393
1,1,1,580.706202396618
1,1,1,544.156843472224
1,1,1,698.531324279133
1,1,1,453.341506688288
1,1,1,401.529308175958
1,1,1,564.335864660078
1,1,1,364.878300721123
1,1,1,387.680536568037
1,1,0,480.442852618001
1,1,1,490.364062451623
1,1,0,531.489955362558
1,1,1,426.450587367302
1,1,1,482.941612855154
1,1,1,482.867836661354
1,1,1,909.362025590584
1,1,0,531.832976795382
1,1,1,375.273852551676
1,1,1,372.136711096155
1,1,1,361.103189980665
1,1,1,620.362148620653
1,1,1,540.040927405671
1,1,1,554.95493052032
1,1,0,436.267615555348
1,1,0,442.056903999289
1,1,0,672.000296109399
1,1,0,592.534102816513
1,1,1,726.909923717874
1,1,1,676.519714431486
1,1,0,641.088396358956
1,1,1,998.010660560248
1,1,1,480.340106481954
1,1,0,1548.71693627189
1,1,1,523.54592075139
1,1,1,786.01954293997
1,1,1,437.960886672183
1,1,1,689.581487247348
1,1,1,1049.9346156713
1,1,1,743.030575906195
1,1,1,542.724214928391
1,1,1,683.517888966452
1,1,1,458.166078537227
1,1,1,584.022522843438
1,1,1,746.019941296362
1,1,1,605.046461750947
1,1,1,396.88126613527
1,1,1,498.090583473169
1,1,1,385.188498582239
1,1,1,795.890693502004
1,1,1,903.789226368635
1,1,1,901.759488387995
1,1,1,675.658406046398
1,1,1,400.181986433133
1,1,1,477.912466732945
1,1,1,360.842363371918
1,1,0,781.134798763082
1,1,0,549.231388750203
1,1,1,710.974127199755
1,1,1,687.599405159728
1,1,1,620.745708160954
1,1,1,419.056693517905
1,1,1,602.327412976138
1,1,1,414.415302660148
1,1,1,376.925663165391
1,1,1,659.648035566068
1,1,1,685.532533139646
1,1,1,767.32138837712
1,1,1,767.119752574998
1,1,1,437.391582220051
1,1,1,650.820270121142
1,1,1,965.88586391926
1,1,1,489.425446494851
1,1,0,600.548481154848
1,1,1,492.118482700482
1,1,1,640.805858210755
1,1,1,497.326974211754
1,1,1,368.982477383712
1,1,1,540.815538509436
1,1,1,366.057744333743
1,1,1,476.423866022377
1,1,1,768.629235207276
1,1,1,495.7709305804
1,1,1,642.285302802865
1,1,0,559.245706259861
1,1,0,753.227410517054
1,1,1,589.659630910348
1,1,1,525.299391637588
1,1,1,517.9865979554
1,1,1,562.548539927488
1,1,0,679.404542794705
1,1,1,514.207079439052
1,1,0,1446.30470074428
1,1,1,398.329370275369
1,1,1,676.360461161602
1,1,1,611.074985866619
1,1,1,744.317809710511
1,1,1,481.32838624272
1,1,1,614.286005100155
1,1,1,717.667132517633
1,1,1,500.39257347419
1,1,0,697.326517113657
1,2,1,619.077196511005
1,2,1,514.189115859304
1,2,1,725.820472224713
1,2,1,836.236897945201
1,2,1,459.798239748559
1,2,1,522.517181500879
1,2,1,449.804192106404
1,2,1,548.550249971256
1,2,1,649.773757158942
1,2,1,465.688337934814
1,2,1,509.98487199906
1,2,1,677.913380264116
1,2,1,520.785169104169
1,2,1,392.478072682129
1,2,1,478.352284100994
1,2,1,690.280462404384
1,2,1,406.41488048432
1,2,1,528.197908610451
1,2,1,409.671813856841
1,2,1,370.287884429461
1,2,1,556.657728368855
1,2,1,504.843703848202
1,2,1,364.345086942488
1,2,1,638.194940035628
1,2,1,364.319119621221
1,2,1,770.686284058945
1,2,1,620.352339119323
1,2,1,376.777823028461
1,2,1,362.572309984655
1,2,1,508.889820199131
1,2,1,545.579885494351
1,2,1,485.135955319408
1,2,1,430.081019910878
1,2,1,611.303113273276
1,2,1,511.875999734398
1,2,1,595.476026884176
1,2,1,611.33645549996
1,2,1,526.452005559668
1,2,1,575.324593926288
1,2,1,514.542955967665
1,2,1,418.127070586277
1,2,1,563.545289958946
1,2,1,665.128015935617
1,2,0,414.724144532736
1,2,1,553.551080344293
1,2,1,410.323293904829
1,2,1,412.61943932495
1,2,1,567.404367487581
1,2,1,396.486527684221
1,2,1,457.169503697674
1,2,1,638.56559235402
1,2,1,584.69787154303
1,2,1,650.878408628082
1,2,1,625.950664107391
1,2,0,546.055567256146
1,2,1,643.633564227732
1,2,1,548.285007390143
1,2,1,774.659658548899
1,2,1,363.111523456943
1,2,1,482.462788199456
1,2,1,605.561050137163
1,2,1,490.182242829067
1,2,0,579.687527707902
1,2,1,552.030712807712
1,2,1,496.410288803989
1,2,1,496.704915059814
1,2,1,429.86565725526
1,2,1,465.848976766772
1,2,1,586.887949149276
1,2,1,436.839109344004
1,2,1,449.670775316586
1,2,1,534.792614217281
1,2,1,760.370358938604
1,2,0,386.494989482669
1,2,1,499.315802502651
1,2,1,361.889748896009
1,2,1,454.554903704952
1,2,1,528.868840212702
1,2,1,449.115800969007
1,2,1,461.463005677306
1,2,1,630.57524091981
1,2,1,504.560912979745
1,2,1,796.174895384383
1,2,1,922.508978005817
1,2,1,673.394041548623
1,2,1,569.835944154321
1,2,1,379.178051312585
1,2,1,372.46590163161
1,2,1,459.799154691834
1,2,1,474.203952456178
1,2,1,368.653900784097
1,2,1,690.039972391865
1,2,1,386.838038146089
1,2,1,521.751315920421
1,2,1,454.96090612545
1,2,1,476.077241875155
1,2,1,416.134133263668
1,2,1,811.865274415534
1,2,1,566.477140393065
1,2,1,478.258634544092
1,2,1,447.276506067484
1,2,1,529.822682356955
1,2,1,395.795456638326
1,2,1,767.392583947207
1,2,1,375.309788447131
1,2,1,511.63406829036
1,2,1,685.0355895229
1,2,1,423.844231759363
1,2,1,600.984837249079
1,2,1,521.724356495138
1,2,1,421.703987338515
1,2,1,400.389078460068
1,2,1,483.405763361553
1,2,1,394.95351699478
1,2,0,619.996714891118
1,2,1,365.015622331474
1,2,1,672.034144416501
1,2,1,481.41224517318
1,2,1,559.775919877148
1,2,1,559.371336498738
1,2,1,479.992613932111
1,2,1,723.237696190877
1,2,1,529.329916561695
1,2,1,651.736977541191
1,2,1,683.637355743998
1,2,1,869.494606784983
1,2,1,513.487245177378
1,2,1,404.2916953606
1,2,1,904.158640764
1,2,1,461.392588256935
1,2,0,473.221756331466
1,2,1,545.761325426057
1,2,1,850.440177880944
1,2,1,375.718047112955
1,2,1,484.533509538324
1,2,1,515.017959857458
1,2,1,660.474962464009
1,2,1,512.979385510752
1,2,1,369.205365453537
1,2,1,579.531699984097
1,2,1,742.770830094576
1,2,1,851.712664930476
1,2,1,455.997968087503
1,2,1,510.872422516044
1,2,1,423.294919830587
1,2,1,351.270706866324
1,2,1,648.610581552393
1,2,1,541.94828432992
1,2,1,688.366902853548
1,2,1,388.488596530395
1,2,1,613.683954273397
1,2,1,379.794716439044
1,2,1,371.193349672777
1,2,1,404.315980110105
1,2,1,351.509928314927
1,2,1,488.083635875985
1,2,1,795.462640021674
1,2,1,566.643486876867
1,2,1,555.283522541146
1,2,1,809.109895181025
1,2,1,367.654061185521
1,2,1,421.668449012229
1,2,1,627.621056099099
1,2,1,1238.03418983903
1,2,1,483.739196444488
1,2,1,545.049223871357
1,2,1,560.510709332108
1,2,1,588.103072747417
1,2,1,419.545152278047
1,2,1,655.118387263611
1,2,1,393.35717293654
1,2,1,674.993146616879
1,2,1,401.937071346908
1,2,1,602.87610478999
1,2,0,528.394475698815
1,2,1,426.561534938936
1,2,1,550.340820290187
1,2,1,414.816666841939
1,2,1,789.039892859833
1,2,1,351.778048551792
1,2,1,405.948931787592
1,2,1,461.431771567445
1,2,1,517.495571826071
1,2,1,638.590749248642
1,2,1,596.575197366243
1,2,1,571.404305593381
1,2,1,521.952850174482
1,2,1,423.633583802701
1,2,1,1451.30460247962
1,2,1,646.354125167035
1,2,1,783.856926373494
1,2,1,564.849316115942
1,2,1,814.253150150895
1,2,1,382.276019193572
1,2,1,645.558791504453
1,2,1,377.804281158743
1,2,1,511.097927548143
1,2,1,574.486289568148
1,2,1,761.831795708043
1,2,1,414.699764150821
1,2,1,345.067436139339
1,2,1,402.609998382483
1,2,1,452.910022683551
1,2,1,379.537454452505
1,2,1,520.855871657844
1,2,1,400.947558287611
1,2,1,746.499025062505
1,2,1,606.035495346395
1,2,1,554.75070661017
1,2,1,557.629062270295
1,2,1,372.489028092555
1,2,1,362.915460405678
1,2,1,413.938390893298
1,2,1,538.682586510033
1,2,1,728.119313098181
1,2,1,684.231353641556
1,2,1,389.982099766416
1,2,1,653.535043292115
1,2,1,801.146474036625
1,2,1,650.055813462253
1,2,0,725.703386278679
1,2,1,541.982014024778
1,2,1,448.569455774954
1,2,1,634.231903232058
1,2,1,357.791488608447
1,2,1,343.983008528949
1,2,1,510.050565233125
1,2,0,448.365392282369
1,2,1,583.902507935941
1,2,1,643.060525564457
1,2,0,418.264953108655
1,2,1,419.385225936506
1,2,1,520.659054269775
1,2,1,578.623310180643
1,2,1,469.578234724676
1,2,1,501.011213449238
1,2,1,404.327361763401
1,2,0,462.815304608782
1,2,1,668.170381028883
1,2,1,604.467083639459
1,2,1,375.642605577665
1,2,1,507.487146430948
1,2,1,345.876794969196
1,2,1,450.289686293105
1,2,1,403.728180736414
1,2,1,450.861169745703
1,2,1,564.834423633899
1,2,1,382.59734832961
1,2,1,406.406360720636
1,2,1,511.653382576183
1,2,1,723.514584083564
1,2,1,501.858887233826
1,2,1,697.653279421328
1,2,1,433.331642321556
1,2,1,379.910399690995
1,2,1,458.668980822315
1,2,1,525.41956180721
1,2,1,703.803170363988
1,2,1,757.780472185424
1,2,1,582.92534225439
1,2,1,660.713558508279
1,2,1,485.227116955817
1,2,1,584.682735366523
1,2,1,430.456260828732
1,2,1,602.491616515915
1,2,1,583.206792093397
1,2,1,463.982413138659
1,2,1,497.931791524355
1,2,1,595.145870868536
1,2,1,396.925567612295
1,2,1,348.258185796349
1,2,1,384.654637754968
1,2,1,572.079555835899
1,2,1,551.314854285403
1,2,1,391.219486774725
1,2,1,624.168401674314
1,2,1,676.64587929413
1,2,1,784.927630410963
1,2,1,540.163273018766
1,2,1,511.325516916237
1,2,1,506.295415987169
1,2,1,685.399134620255
1,2,1,579.167952117077
1,2,1,435.731146471641
1,2,1,565.979018536113
1,2,1,611.406521365691
1,2,1,618.772895446084
1,2,1,581.283596358365
1,2,1,574.083543888739
1,2,1,396.659154344535
1,2,1,860.171711315377
1,2,1,390.100434987385
1,2,1,597.142828067125
1,2,1,473.660130302248
1,2,1,520.549904045012
1,2,1,479.813613594982
1,2,1,626.089272855491
1,2,1,382.485515619159
1,2,1,467.3081704858
1,2,1,408.075023714814
1,2,1,401.896482935464
1,2,1,469.615911434121
1,2,1,573.038694305393
1,2,1,462.178581010158
1,2,1,422.017113173598
1,2,1,467.076651041501
1,2,1,600.782552703652
1,2,1,585.435935127884
1,2,1,570.221302121073
1,2,1,408.432734802696
1,2,1,779.891681498996
1,2,1,387.772872457539
1,2,1,625.460858973636
1,2,0,705.495303886863
1,2,1,523.492670392371
1,2,1,680.919896162992
1,2,1,519.080226749287
1,2,1,452.033836106526
1,2,1,500.353160995756
1,2,1,497.17807557706
1,2,1,452.479212014556
1,2,1,499.886024010054
1,2,0,561.288448985988
1,2,1,416.916620448007
1,2,1,393.164502334831
1,2,1,683.708585782819
1,2,1,545.481872374255
1,2,1,630.930733735581
1,2,1,427.784640105386
1,2,1,595.667173760608
1,2,1,604.7082282104
1,2,1,663.769359617144
1,2,1,559.953581712473
1,2,1,529.433867522161
1,2,1,353.051601904571
1,2,1,951.505486244563
1,2,1,415.343654666613
1,2,1,506.914138473568
1,2,1,425.875633659948
1,2,1,405.441991767645
1,2,1,581.418420036131
1,2,1,466.003247947965
1,2,1,804.962262936041
1,2,1,698.469143164999
1,2,1,414.230211843078
1,2,1,632.602782730871
1,2,0,395.495769367714
1,2,1,754.170777307603
1,2,1,397.114979300223
1,2,1,438.434883932076
1,2,1,439.653155673687
1,2,1,440.154343025947
1,2,1,345.298836004007
1,2,1,352.062520729857
1,2,1,537.026122467625
1,2,1,763.781370353994
1,2,1,484.735226567245
1,2,1,671.579422060647
1,2,1,496.671197032979
1,2,1,566.035353805541
1,2,1,914.097827954824
1,2,1,563.268842039265
1,2,1,634.166709983459
1,2,1,345.648021751313
1,2,0,466.610341347538
1,2,1,877.189555648434
1,2,1,593.510632621391
1,2,1,345.529981614983
1,2,1,673.720247604773
1,2,1,601.520849035966
1,2,1,379.206718922386
1,2,1,489.990149052372
1,2,1,496.997999092975
1,2,1,426.823824000916
1,2,1,490.657771904267
1,2,1,769.407063374365
1,2,1,391.017711041675
1,2,1,469.961538217655
1,2,1,614.224201817042
1,2,0,611.912887035107
1,2,1,381.017484390177
1,2,1,368.507999210361
1,2,1,534.110815226704
1,2,1,623.226729895325
1,2,1,613.518969524746
1,2,1,599.899797954482
1,2,1,490.730091220578
1,2,1,516.752154189929
1,2,1,569.064570174736
1,2,1,609.722772043851
1,2,1,492.579513183854
1,2,1,452.172974745117
1,2,1,635.554864026982
1,2,1,457.795894618915
1,2,1,367.239670789311
1,2,1,591.288141182683
1,2,1,605.711327463829
1,2,1,626.87663293232
1,2,1,499.012911492053
1,2,1,565.564717713482
2,1,1,788.235993078678
2,1,0,586.632830691912
2,1,0,737.64725693793
2,1,1,530.354356183015
2,1,1,407.18304587017
2,1,0,428.933914231543
2,1,0,609.478377052197
2,1,1,486.399270661153
2,1,1,674.111072684714
2,1,1,978.620297101685
2,1,1,848.910440895564
2,1,1,444.775133799464
2,1,1,707.776415037163
2,1,0,371.516687769877
2,1,1,529.250618683224
2,1,1,506.633461325855
2,1,0,455.895224602697
2,1,1,660.968976964566
2,1,1,781.463371985946
2,1,1,446.441777812327
2,1,1,590.695475882508
2,1,1,600.167452861288
2,1,1,781.717373842611
2,1,1,391.311580745924
2,1,1,515.239117988568
2,1,1,735.392099726694
2,1,1,523.768479601812
2,1,1,413.159578543858
2,1,1,457.545589012045
2,1,1,1140.75035479123
2,1,1,411.819479871022
2,1,0,579.378752367283
2,1,1,700.132290525055
2,1,0,734.368745588011
2,1,1,430.414069420106
2,1,0,500.375314460738
2,1,1,812.679035326992
2,1,0,406.100174484628
2,1,1,682.424571617145
2,1,1,571.562115729137
2,1,1,413.596298936897
2,1,1,500.972138866754
2,1,1,602.348096270222
2,1,1,1240.82216752205
2,1,0,453.926786034341
2,1,1,599.216187968238
2,1,0,522.491303862686
2,1,1,698.581004115396
2,1,1,647.593377151601
2,1,1,457.692951422293
2,1,0,438.246042481794
2,1,1,727.131544936782
2,1,0,616.426779877035
2,1,0,433.898334380942
2,1,1,963.504776206232
2,1,1,865.907988170738
2,1,1,485.838543444546
2,1,0,394.349398805492
2,1,1,806.303287322161
2,1,1,588.50332783403
2,1,1,545.708162458152
2,1,1,571.045300316481
2,1,0,1080.23379150646
2,1,1,697.084484043491
2,1,1,525.505087331294
2,1,1,354.754660590809
2,1,1,383.96151108858
2,1,0,601.030712852989
2,1,1,670.458184528611
2,1,1,517.866998537824
2,1,1,469.394349735889
2,1,1,707.326426708375
2,1,1,999.011072507686
2,1,1,791.889943929284
2,1,1,875.570203762436
2,1,1,631.975172950776
2,1,1,564.429959389978
2,1,0,466.701647699839
2,1,1,403.556507147518
2,1,1,707.084961532996
2,1,0,454.189337858098
2,1,1,457.675748038502
2,1,1,770.357966615083
2,1,1,749.692473413409
2,1,0,642.367346246674
2,1,0,846.145112072168
2,1,1,420.405279899419
2,1,1,625.098975630722
2,1,0,995.633588409017
2,1,1,600.851372391246
2,1,1,567.257183298708
2,1,1,1095.71925740546
2,1,1,573.649205727292
2,1,1,648.983231768886
2,1,1,508.672856035397
2,1,0,551.264502947489
2,1,1,534.998645780569
2,1,1,662.544433898844
2,1,1,480.315473055378
2,1,1,423.990039489062
2,1,1,479.472236206179
2,1,1,611.155554283585
2,1,1,479.274723268042
2,1,1,724.752664183398
2,1,0,506.0337434547
2,1,1,1004.21033106033
2,1,1,1032.8548105197
2,1,0,499.54439825203
2,1,1,539.895766363463
2,1,0,566.179310986921
2,1,1,594.151199803723
2,1,1,470.292713484437
2,1,1,587.59338548876
2,1,1,394.576928863786
2,1,1,457.912639216391
2,1,1,874.258106480518
2,1,1,593.984759233747
2,1,1,876.340764694152
2,1,1,438.826489652751
2,1,1,408.905836318686
2,1,1,579.143091405908
2,1,1,399.798954748781
2,1,1,773.149150144031
2,1,1,798.246347432086
2,1,1,720.397127176852
2,1,1,909.72098733173
2,1,1,714.070794744962
2,1,0,549.858061726552
2,1,1,841.481128439471
2,1,1,625.503930969633
2,1,1,373.563048269846
2,1,1,363.327293502406
2,1,0,569.383026021128
2,1,1,559.929766343049
2,1,1,545.265711835479
2,1,1,550.145197300431
2,1,1,938.499868916661
2,1,1,603.404134238904
2,1,1,501.071128401931
2,1,1,802.39209155153
2,1,1,434.360851905235
2,1,1,490.197777684243
2,1,0,869.084548939205
2,1,1,549.561035018446
2,1,1,747.45029817789
2,1,1,889.645239378991
2,1,1,457.170223721915
2,1,1,747.855087996671
2,1,1,704.051474324751
2,1,1,652.674434171757
2,1,0,470.28618386221
2,1,1,434.501396678608
2,1,1,379.175713274787
2,1,0,454.668227217772
2,1,1,599.050902639349
2,1,1,791.884622915447
2,1,1,677.541266258062
2,1,1,340.564126890208
2,1,1,592.658324420355
2,1,1,537.476292903525
2,1,1,641.078734521554
2,1,0,762.170805683301
2,1,1,799.458401808504
2,1,1,725.088307929342
2,1,1,386.734590990527
2,1,0,731.874831331986
2,1,1,372.94203805278
2,1,1,436.39445821214
2,1,1,721.879151432122
2,1,1,430.715831958165
2,1,1,472.821859471753
2,1,1,638.070435943303
2,1,1,487.237885907098
2,1,1,338.468426952808
2,1,0,871.50434090295
2,1,1,717.954074444349
2,1,1,555.361225102066
2,1,1,585.054264230886
2,1,1,568.085947719261
2,1,1,860.687086386081
2,1,0,437.554144324319
2,1,1,556.345927532086
2,1,1,754.124096543606
2,1,1,656.099466013236
2,1,1,475.417678922885
2,1,1,462.371428615865
2,1,1,528.948758485766
2,1,1,538.017915587303
2,1,1,549.733831055691
2,1,1,554.30620460077
2,1,1,660.789669074185
2,1,1,545.917746951896
2,1,1,581.281441139625
2,1,0,413.025758888903
2,1,1,457.142042130476
2,1,1,597.525878158081
2,1,0,540.076411725314
2,1,1,513.790800214756
2,1,1,488.941307732969
2,1,1,390.143641813357
2,1,0,398.545999205624
2,1,0,665.451560939722
2,1,0,662.065915309872
2,1,1,949.22052799269
2,1,1,586.111103595797
2,1,1,350.037884847064
2,1,1,496.007001910426
2,1,1,663.791184436058
2,1,1,497.029975803252
2,1,0,412.019618919387
2,1,1,455.407133459594
2,1,1,603.943093900004
2,1,1,598.053185389226
2,1,1,988.830715658358
2,1,0,443.287296543431
2,1,1,569.239822409967
2,1,1,497.637817763431
2,1,1,709.020708606058
2,1,1,495.300675119318
2,1,0,744.883631223796
2,1,1,423.688915785978
2,1,1,910.037716951832
2,1,1,448.071124762993
2,1,1,835.826994051558
2,1,0,572.009757023761
2,1,1,758.519316879159
2,1,0,690.434202071373
2,1,1,455.225460975766
2,1,1,445.690732813967
2,1,1,606.614991311414
2,1,1,1381.60131889284
2,1,1,457.796079121808
2,1,1,398.406948395629
2,1,0,725.665896421925
2,1,1,573.017759421717
2,1,1,486.985117205945
2,1,1,1689.55595953568
2,1,1,616.855258406613
2,1,0,691.523215817465
2,1,1,712.113359399902
2,1,1,763.330888656877
2,1,1,399.630217558081
2,1,1,578.177595292369
2,1,1,361.015823802204
2,1,0,427.780370564715
2,1,1,515.531891437848
2,1,1,554.184873394692
2,1,1,664.807722191413
2,1,1,781.803725243377
2,1,1,409.73119862847
2,1,1,425.949700846296
2,1,0,517.914285474486
2,1,1,776.522331776272
2,1,1,433.730708505415
2,1,1,644.404585872352
2,1,1,658.593768784111
2,1,1,445.152672936085
2,1,1,533.048127286699
2,1,1,440.987217565778
2,1,1,797.593117896812
2,1,1,486.461507651092
2,1,1,654.640963802271
2,1,1,351.357852202286
2,1,0,421.691400494991
2,1,1,399.600921058253
2,1,1,457.960004841717
2,1,0,530.977904384891
2,1,1,566.302007132343
2,1,1,625.849495213118
2,1,1,611.76664478259
2,1,0,456.177484944672
2,1,1,537.670318342273
